Id,Label,Size,modularity_class
gene selection,gene selection,3,1
overlap gap property,overlap gap property,1,3
stochastic liapounov functions,stochastic liapounov functions,1,2
integrated volatility,integrated volatility,7,3
opposite category,opposite category,1,5
proteomics,proteomics,3,0
without-replacement sampling,without-replacement sampling,2,1
fourier-polynomial,fourier-polynomial,1,6
semi-infinite programming,semi-infinite programming,1,6
change-points,change-points,3,6
prepivoting,prepivoting,2,8
marginal regression,marginal regression,3,0
symmetric distribution,symmetric distribution,1,7
rank regression,rank regression,5,8
strong mixing sequence,strong mixing sequence,1,6
stein's unbiased,stein's unbiased,2,5
banding,banding,2,6
rates,rates,2,1
effective degrees,effective degrees,2,1
nhanes iii,nhanes iii,1,5
clustering algorithm,clustering algorithm,1,3
minimax design,minimax design,1,2
global comparison,global comparison,1,4
variogram estimation,variogram estimation,1,1
bernstein polynomial prior,bernstein polynomial prior,1,6
long-range dependence,long-range dependence,14,0
local polynomial estimator,local polynomial estimator,2,0
optimal estimators,optimal estimators,1,7
dual problem,dual problem,1,7
asymptotic bias,asymptotic bias,5,4
metropolis adjusted,metropolis adjusted,1,6
covariance regression,covariance regression,1,8
tuning,tuning,2,6
fixed rank,fixed rank,1,8
partial derivative data,partial derivative data,1,1
median survival time,median survival time,1,1
spatial subsampling,spatial subsampling,1,2
nonparametric hypothesis testings,nonparametric hypothesis testings,1,6
cystic fibrosis,cystic fibrosis,3,5
internal constraint,internal constraint,1,6
quaternion,quaternion,2,2
local trap,local trap,1,8
nondiscovery rate,nondiscovery rate,2,5
generalized degrees,generalized degrees,3,0
resolvable array,resolvable array,1,6
correlated survival data,correlated survival data,2,0
survey in time,survey in time,1,4
kernel estimation,kernel estimation,24,6
bivariate survival data,bivariate survival data,2,2
de-noise linear model,de-noise linear model,1,6
permutation reduction,permutation reduction,1,6
generalized linear time series model,generalized linear time series model,1,6
permutation procedure,permutation procedure,1,8
lipschitz-killing curvatures,lipschitz-killing curvatures,1,5
free-knot spline,free-knot spline,1,2
dirichlet process mixture,dirichlet process mixture,12,4
simple random sampling without replacement,simple random sampling without replacement,1,3
structural similarity,structural similarity,1,2
targeted minimum loss estimation (tmle),targeted minimum loss estimation (tmle),1,1
covariance matrix priors,covariance matrix priors,1,6
self-normalized limit,self-normalized limit,1,5
ed50,ed50,1,6
augmented model,augmented model,2,0
link-tracing,link-tracing,1,1
graph algorithm,graph algorithm,1,1
mse expansions,mse expansions,1,6
bump function,bump function,1,6
size issue,size issue,1,5
unequal selection probabilities,unequal selection probabilities,1,1
minimax convergence rate,minimax convergence rate,1,0
transmission,transmission,1,0
erlang-c,erlang-c,1,6
global minimizer,global minimizer,1,4
variability estimation,variability estimation,1,5
support estimation,support estimation,1,7
sample weights,sample weights,1,8
large-sample inference,large-sample inference,1,4
repeated sampling property,repeated sampling property,1,1
unnormalized model,unnormalized model,1,0
noncentral t density,noncentral t density,1,8
qualitative factor,qualitative factor,1,4
local maxima,local maxima,1,1
total-variation denoising,total-variation denoising,2,2
monte carlo markov chain methods,monte carlo markov chain methods,1,1
microarrary gene,microarrary gene,1,8
graphons,graphons,1,7
level accuracy,level accuracy,2,4
hierarchical gaussian process,hierarchical gaussian process,1,4
rank aggregation,rank aggregation,1,3
fisher,fisher,1,6
l(s)-risk,l(s)-risk,1,4
order restrictions,order restrictions,1,6
flow cytometry,flow cytometry,1,7
missing at random,missing at random,26,3
helgason-fourier transform,helgason-fourier transform,2,1
nonconvex,nonconvex,2,5
rotationally symmetric distributions,rotationally symmetric distributions,2,0
minimum description length,minimum description length,2,2
graphical chain model,graphical chain model,1,6
candidate matrix,candidate matrix,1,4
oracle k-fdr procedure,oracle k-fdr procedure,1,5
well-log data,well-log data,1,4
restricted eigenvalue assumption,restricted eigenvalue assumption,1,0
squared error loss,squared error loss,2,4
composite hypotheses,composite hypotheses,1,6
statistical functional,statistical functional,1,2
stochastic approximation annealing,stochastic approximation annealing,1,1
model discrimination,model discrimination,4,2
egon pearson,egon pearson,1,8
continuous ranked,continuous ranked,3,5
image reconstruction,image reconstruction,2,1
non-causal process,non-causal process,1,6
bayes approach,bayes approach,1,2
l-1 penalty,l-1 penalty,2,7
chain monte,chain monte,4,5
peak alternatives,peak alternatives,1,4
poisson estimator,poisson estimator,2,0
resampling tests,resampling tests,1,4
tangent construction,tangent construction,1,0
equi-energy sampling,equi-energy sampling,1,4
graphical structure,graphical structure,1,3
lower bound,lower bound,5,2
low noise,low noise,1,7
survival function,survival function,4,3
relevant and,relevant and,1,4
feedforward neural networks,feedforward neural networks,1,1
intervention graph,intervention graph,1,0
p-variation,p-variation,1,1
hochberg's method,hochberg's method,1,3
structural minimization of the risk,structural minimization of the risk,1,0
similarity of,similarity of,1,4
hyper markov law,hyper markov law,1,1
white noise model,white noise model,12,2
functional cox model,functional cox model,1,2
tests of,tests of,2,6
target tracking,target tracking,1,3
profile pseudo-partial-likelihood,profile pseudo-partial-likelihood,1,1
continual reassessment method,continual reassessment method,1,7
capture-recapture experiment,capture-recapture experiment,1,4
background radiation,background radiation,2,8
fisher's rule,fisher's rule,1,6
wishart ensembles,wishart ensembles,2,8
conjugate analysis,conjugate analysis,1,1
energy,energy,1,1
minimax detection,minimax detection,4,4
remeasurement method,remeasurement method,1,6
unbalanced models,unbalanced models,1,5
score testing,score testing,1,0
marginal nonparametric model,marginal nonparametric model,1,4
spherically symmetric distribution,spherically symmetric distribution,1,5
covariance selection,covariance selection,11,2
cross-validation estimation,cross-validation estimation,1,8
roll call data,roll call data,1,7
variance function,variance function,3,4
primal-dual interior-point method,primal-dual interior-point method,1,7
mortality rate,mortality rate,1,0
pattern-mixture model,pattern-mixture model,1,5
non parametric classification and regression,non parametric classification and regression,1,1
missing covariates,missing covariates,4,6
affine discriminant,affine discriminant,1,4
velocity model,velocity model,1,5
ordered,ordered,1,8
double bootstrap,double bootstrap,3,5
calibration by matching,calibration by matching,1,6
independent screening,independent screening,2,1
stochastic approximation monte carlo sampling,stochastic approximation monte carlo sampling,1,2
behaviour,behaviour,1,4
singular value decomposition,singular value decomposition,16,1
arrays,arrays,1,6
tail asymmetry,tail asymmetry,1,0
intervention calculus,intervention calculus,2,2
inverse weighted,inverse weighted,1,5
dose finding methodology,dose finding methodology,1,7
outlier detection,outlier detection,7,0
two-sample model,two-sample model,1,8
orthogonal projection estimator,orthogonal projection estimator,1,0
maximum likelihood estimator,maximum likelihood estimator,18,4
recursive integration,recursive integration,1,8
stationary time series,stationary time series,2,5
local score functions,local score functions,1,8
harmonizable processes,harmonizable processes,1,2
local polynomial method,local polynomial method,1,5
andersen-gill multiplicative,andersen-gill multiplicative,1,7
nonlinear mixed-effects model,nonlinear mixed-effects model,1,4
richardson's model,richardson's model,1,2
extrema,extrema,1,4
decision making,decision making,1,8
projection estimator,projection estimator,1,8
periodic sequence,periodic sequence,1,1
fisher-bingham distribution,fisher-bingham distribution,1,6
observational studies,observational studies,16,6
beta model,beta model,1,1
quasi-maximum likelihood estimator,quasi-maximum likelihood estimator,3,2
zero-elimination,zero-elimination,1,1
g/arch noises,g/arch noises,1,7
targeted clustering,targeted clustering,1,4
high entropy designs,high entropy designs,2,0
between-whole-plot additivity,between-whole-plot additivity,1,4
resample-move algorithms,resample-move algorithms,1,5
penalized method,penalized method,1,8
gene filtering,gene filtering,1,1
type i and ii errors,type i and ii errors,1,2
history of statistics,history of statistics,3,1
portfolio allocation,portfolio allocation,3,2
profile principle,profile principle,1,8
james-stein estimation,james-stein estimation,1,4
target values,target values,1,6
cpi,cpi,1,7
sequential estimation,sequential estimation,3,6
delaunay triangulation,delaunay triangulation,1,4
missing,missing,1,4
global ozone monitoring of occultation of stars satellite instrument,global ozone monitoring of occultation of stars satellite instrument,1,7
specific driving process,specific driving process,1,5
arima models,arima models,1,7
functional genomics,functional genomics,2,6
transposable regularized,transposable regularized,1,5
bounding chain,bounding chain,1,4
quasigroup,quasigroup,1,0
discrepancy,discrepancy,4,3
feynman-kac formula,feynman-kac formula,1,1
dose-response model,dose-response model,1,7
p-value function,p-value function,2,8
hemodynamics,hemodynamics,1,8
vc-class,vc-class,1,6
shape spaces,shape spaces,1,5
stochastic integral equation,stochastic integral equation,1,1
infill sampling,infill sampling,1,0
berkson measurement error,berkson measurement error,1,8
densities for,densities for,1,0
clustered survival data,clustered survival data,3,4
model robustness,model robustness,2,7
visualization,visualization,7,5
jumping surface model,jumping surface model,1,8
independent p-values,independent p-values,1,8
finite mixture approximation,finite mixture approximation,1,8
label switching,label switching,4,5
empirical predictor,empirical predictor,2,7
population-average interpretation,population-average interpretation,1,5
penalized generalized,penalized generalized,2,0
hankel matrix,hankel matrix,1,3
ethics,ethics,1,8
correction-for-attenuation,correction-for-attenuation,1,8
substitution estimator,substitution estimator,1,2
screening score,screening score,1,7
sufficient reduction,sufficient reduction,1,8
holm procedure,holm procedure,1,4
asymptotic mean,asymptotic mean,3,3
lag selection,lag selection,1,0
multilevel,multilevel,1,8
shrunken centroid,shrunken centroid,1,5
generalised youden design,generalised youden design,1,0
spatial-temporal marked,spatial-temporal marked,1,8
