Source,Target,Weight
average run length,conditional limiting distribution,1
average run length,foot and,1
average run length,mouth disease,1
average run length,likelihood ratio,1
average run length,sequential probability,1
average run length,ratio test,1
conditional limiting distribution,foot and,1
conditional limiting distribution,mouth disease,1
conditional limiting distribution,likelihood ratio,1
conditional limiting distribution,sequential probability,1
conditional limiting distribution,ratio test,1
conditional limiting distribution,statistical process control,1
foot and,mouth disease,1
foot and,likelihood ratio,1
foot and,sequential probability,1
foot and,ratio test,1
foot and,statistical process control,1
likelihood ratio,mouth disease,1
mouth disease,sequential probability,1
mouth disease,ratio test,1
mouth disease,statistical process control,1
likelihood ratio,sequential probability,1
likelihood ratio,ratio test,1
likelihood ratio,statistical process control,1
ratio test,sequential probability,1
sequential probability,statistical process control,1
ratio test,statistical process control,1
algorithm-based design,background toxicity,1
algorithm-based design,familywise error rate,1
algorithm-based design,least favorable configuration,1
algorithm-based design,minimum overdose,1
algorithm-based design,phase i trial,1
algorithm-based design,unbiased selection,1
background toxicity,familywise error rate,1
background toxicity,least favorable configuration,1
background toxicity,minimum overdose,1
background toxicity,phase i trial,1
background toxicity,unbiased selection,1
familywise error rate,least favorable configuration,1
familywise error rate,minimum overdose,1
familywise error rate,phase i trial,1
familywise error rate,unbiased selection,1
least favorable configuration,minimum overdose,1
least favorable configuration,phase i trial,1
least favorable configuration,unbiased selection,1
minimum overdose,phase i trial,1
minimum overdose,unbiased selection,1
phase i trial,unbiased selection,1
confidentiality,measurement error,1
confidentiality,missing data,1
measurement error,synthetic,1
missing data,synthetic,1
batch means,geometric ergodicity,2
batch means,regeneration,2
batch means,regenerative simulation,1
geometric ergodicity,regeneration,3
markov chain,regeneration,2
markov chain,regenerative simulation,1
regeneration,regenerative simulation,1
atmospheric,dimension reduction,1
atmospheric,environmental,1
atmospheric,ozone,1
atmospheric,principal components,1
atmospheric,smoothing spline anova,1
atmospheric,trend,1
dimension reduction,environmental,1
dimension reduction,ozone,1
dimension reduction,smoothing spline anova,1
dimension reduction,trend,1
environmental,ozone,1
environmental,principal components,1
environmental,smoothing spline anova,1
environmental,trend,1
ozone,principal components,1
ozone,smoothing spline anova,1
ozone,trend,1
principal components,smoothing spline anova,1
principal components,trend,1
smoothing spline anova,trend,1
criminology,hierarchical model,1
criminology,multilevel model,1
criminology,overdispersed poisson regression,1
criminology,police stops,1
criminology,racial bias,1
hierarchical model,overdispersed poisson regression,1
hierarchical model,police stops,1
hierarchical model,racial bias,1
multilevel model,overdispersed poisson regression,1
multilevel model,police stops,1
multilevel model,racial bias,1
overdispersed poisson regression,police stops,1
overdispersed poisson regression,racial bias,1
police stops,racial bias,1
colorado,extreme value theory,1
colorado,generalized pareto distribution,1
colorado,hierarchical model,1
colorado,latent process,1
extreme value theory,generalized pareto distribution,2
extreme value theory,hierarchical model,1
extreme value theory,latent process,1
generalized pareto distribution,hierarchical model,1
generalized pareto distribution,latent process,1
hierarchical model,latent process,1
adaptive rejection sampling,dirichlet process prior,1
adaptive rejection sampling,mcmc,1
adaptive rejection sampling,semiparametric bayes,1
dirichlet process prior,mcmc,1
dirichlet process prior,semiparametric bayes,1
mcmc,semiparametric bayes,1
bayesian model selection,evolutionary monte carlo,1
bayesian model selection,hierarchical model,1
bayesian model selection,importance sampling,1
bayesian model selection,motif discovery,1
bayesian model selection,transcription regulation,1
evolutionary monte carlo,hierarchical model,1
evolutionary monte carlo,importance sampling,1
evolutionary monte carlo,motif discovery,1
evolutionary monte carlo,transcription regulation,1
hierarchical model,importance sampling,1
hierarchical model,motif discovery,1
hierarchical model,transcription regulation,1
importance sampling,motif discovery,1
importance sampling,transcription regulation,1
motif discovery,transcription regulation,1
bootstrap,median regression,1
bootstrap,metropolis algorithm,1
bootstrap,normal approximation,1
median regression,metropolis algorithm,1
median regression,normal approximation,1
median regression,resampling,1
median regression,survival analysis,1
metropolis algorithm,normal approximation,1
metropolis algorithm,resampling,1
metropolis algorithm,survival analysis,1
normal approximation,resampling,1
normal approximation,survival analysis,1
adaptive procedure,compound decision rule,1
adaptive procedure,local false,1
adaptive procedure,discovery rate,1
adaptive procedure,monotone likelihood ratio,1
adaptive procedure,weighted classification,1
compound decision rule,false discovery rate,1
compound decision rule,local false,1
compound decision rule,discovery rate,1
compound decision rule,monotone likelihood ratio,1
compound decision rule,weighted classification,1
false discovery rate,local false,1
false discovery rate,weighted classification,1
local false,monotone likelihood ratio,1
local false,weighted classification,1
discovery rate,monotone likelihood ratio,1
discovery rate,weighted classification,1
monotone likelihood ratio,weighted classification,1
brain mapping,euler characteristic,1
brain mapping,multiple comparisons,1
brain mapping,random fields,1
euler characteristic,multiple comparisons,1
multiple comparisons,random fields,1
bayesian cubic,smoothing spline,1
bayesian cubic,latent variable,1
bayesian cubic,partially linear model,1
latent variable,smoothing spline,1
partially linear model,smoothing spline,1
latent variable,partially linear model,1
functional data,logit link,1
functional data,wavelet transformation,1
logit link,markov chain,1
logit link,monte carlo,1
logit link,wavelet transformation,1
markov chain,wavelet transformation,1
monte carlo,wavelet transformation,1
classification,d.c. algorithm,1
classification,fisher consistency,1
classification,support vectors,1
classification,truncation,1
d.c. algorithm,fisher consistency,1
d.c. algorithm,regularization,1
d.c. algorithm,support vectors,1
d.c. algorithm,truncation,1
fisher consistency,support vectors,1
fisher consistency,truncation,1
regularization,support vectors,1
regularization,truncation,1
support vectors,truncation,1
b-splines,functional linear model,2
b-splines,linear mixed model,2
b-splines,multivariate calibration,1
b-splines,signal regression,1
b-splines,simpls,1
functional linear model,linear mixed model,2
functional linear model,multivariate calibration,1
functional linear model,signal regression,1
functional linear model,simpls,1
linear mixed model,multivariate calibration,1
linear mixed model,signal regression,1
linear mixed model,simpls,1
multivariate calibration,signal regression,1
multivariate calibration,simpls,1
signal regression,simpls,1
contour regression,exhaustive estimation,1
contour regression,efficiency,1
contour regression,sliced inverse regression,1
contour regression,sliced average,1
contour regression,variance estimation,1
efficiency,exhaustive estimation,1
exhaustive estimation,sliced inverse regression,1
exhaustive estimation,sliced average,1
exhaustive estimation,variance estimation,1
efficiency,sliced inverse regression,1
efficiency,sliced average,1
data perturbation,generalized degrees,1
data perturbation,of freedom,1
data perturbation,kriging,1
data perturbation,mean squared,1
data perturbation,prediction error,1
data perturbation,noise variance estimation,1
data perturbation,smoothing spline,1
data perturbation,spatial prediction,1
data perturbation,variable selection,1
generalized degrees,kriging,1
generalized degrees,mean squared,1
generalized degrees,prediction error,1
generalized degrees,noise variance estimation,1
generalized degrees,smoothing spline,1
generalized degrees,spatial prediction,1
generalized degrees,variable selection,2
kriging,of freedom,1
mean squared,of freedom,1
of freedom,prediction error,1
